priscian.carmen_in_laudem_Anastasii_imperatoris,urn:cts:latinLit:stoa0234a.stoa007,,,
priscian.perihegesis,urn:cts:latinLit:stoa0234a.stoa009,,,
priscillian.canones,urn:cts:latinLit:stoa0234e.stoa001,,,
priscillian.tractatus_undecim,urn:cts:latinLit:stoa0234e.stoa002,,,
propertius.elegies,urn:cts:latinLit:phi0620.phi001,,,
prudentius.apotheosis,urn:cts:latinLit:stoa0238.stoa005,,,
prudentius.contra_symmachum,urn:cts:latinLit:stoa0238.stoa007,,,
prudentius.dittochaeon,urn:cts:latinLit:stoa0238.stoa008,,,
prudentius.epilogus,urn:cts:latinLit:stoa0238.stoa009,,,
prudentius.hamartigenia,urn:cts:latinLit:stoa0238.stoa006,,,
prudentius.peristephanon,urn:cts:latinLit:stoa0238.stoa001,,,
prudentius.psychomachia,urn:cts:latinLit:stoa0238.stoa002,,,
pseudo_cicero.in_sallustium,urn:cts:latinLit:phi0474.phi074,,,
pseudo_quintilian.major_declamations,urn:cts:latinLit:phi1002.phi003,,,
pseudo_vergil.aetna,urn:cts:latinLit:phi0692.phi004,,,
pseudo_vergil.appendix_vergiliana_combined,,,,
pseudo_vergil.catalepton,urn:cts:latinLit:phi0692.phi009,,,
pseudo_vergil.ciris,urn:cts:latinLit:phi0692.phi007,,,
pseudo_vergil.copa,urn:cts:latinLit:phi0692.phi005,,,
pseudo_vergil.culex,urn:cts:latinLit:phi0692.phi003,,,
pseudo_vergil.dirae,urn:cts:latinLit:phi0692.phi001,,,
pseudo_vergil.elegiae_in_maecenatem,urn:cts:latinLit:phi0692.phi006,,,
pseudo_vergil.lydia,urn:cts:latinLit:phi0692.phi002,,,
pseudo_vergil.moretum,urn:cts:latinLit:phi0692.phi011,,,
pseudo_vergil.priapea,urn:cts:latinLit:phi0692.phi008,,,
pseudo_vitensis.notitia_provinciarum_et_civitatum_africae,urn:cts:latinLit:stoa0292p.stoa002,,,
q_cicero.on_running_for_consul,urn:cts:latinLit:phi0478.phi003,,,
quintilian.institutio_oratoria,urn:cts:latinLit:phi1002.phi001,,,
rufinus.interpretatio_orationem_gregorii_nazianzeni,urn:cts:latinLit:stoa0244d.stoa005,,,
rufius_festus.breviarium,,,,DigilibLT
rutilius.de_reditu,urn:cts:latinLit:stoa0247.stoa001,,,
sallust.catilina,urn:cts:latinLit:phi0631.phi001,,,
sallust.histories,urn:cts:latinLit:phi0631.phi003,,,
sallust.jugurtha,urn:cts:latinLit:phi0631.phi002,,,
salvianus.ad_ecclesiam,urn:cts:latinLit:stoa0249a.stoa004,,,
salvianus.de_gubernatione_dei,urn:cts:latinLit:stoa0249a.stoa002,,,
scriptores_historiae_augustae.historia_augusta,urn:cts:latinLit:phi2331,,,
secundinus.epistula_secundini_ad_augustinum,urn:cts:latinLit:stoa0251.stoa001,,,
sedulius.a_solis_ortus_cardine,urn:cts:latinLit:stoa0252.stoa001,,,
sedulius.carmen_paschale,urn:cts:latinLit:stoa0252.stoa002,,,
seneca.ad_lucilium_epistulae_morales,urn:cts:latinLit:phi1017.phi015,,,
seneca.agamemnon,urn:cts:latinLit:phi1017.phi007,,,
seneca.apocolocyntosis,urn:cts:latinLit:phi1017.phi011,,,
seneca.de_beneficiis,urn:cts:latinLit:phi1017.phi013,,,
seneca.de_brevitate_vitae,urn:cts:latinLit:stoa0255.stoa004,,,
seneca.de_clementia,urn:cts:latinLit:phi1017.phi014,,,
seneca.de_consolatione_ad_helviam,urn:cts:latinLit:stoa0255.stoa006,,,
seneca.de_consolatione_ad_marciam,urn:cts:latinLit:stoa0255.stoa007,,,
seneca.de_consolatione_ad_polybium,urn:cts:latinLit:stoa0255.stoa008,,,
seneca.de_constantia,urn:cts:latinLit:stoa0255.stoa009,,,
seneca.de_ira,urn:cts:latinLit:stoa0255.stoa010,,,
seneca.de_otio,urn:cts:latinLit:stoa0255.stoa011,,,
seneca.de_providentia,urn:cts:latinLit:stoa0255.stoa012,,,
seneca.de_tranquillitate_animi,urn:cts:latinLit:stoa0255.stoa013,,,
seneca.de_vita_beata,urn:cts:latinLit:stoa0255.stoa014,,,
seneca.hercules_furens,urn:cts:latinLit:phi1017.phi001,,,
seneca.hercules_oetaeus,urn:cts:latinLit:phi1017.phi009,,,
seneca.medea,urn:cts:latinLit:phi1017.phi004,,,
seneca.octavia,urn:cts:latinLit:phi1017.phi010,,,
seneca.oedipus,urn:cts:latinLit:phi1017.phi006,,,
seneca.phaedra,urn:cts:latinLit:phi1017.phi005,,,
seneca.phoenissae,urn:cts:latinLit:phi1017.phi003,,,
seneca.quaestiones_naturales,urn:cts:latinLit:phi1017.phi016,,,
seneca.thyestes,urn:cts:latinLit:phi1017.phi008,,,
seneca.troades,urn:cts:latinLit:phi1017.phi002,,,
seneca_the_elder.controversiae,urn:cts:latinLit:phi1014.phi001,,,
seneca_the_elder.excerpta_controversiae,urn:cts:latinLit:phi1014.phi002,,,
seneca_the_elder.fragmenta,urn:cts:latinLit:phi1014.phi004,,,
seneca_the_elder.suasoriae,urn:cts:latinLit:phi1014.phi003,,,
servius_honoratus.in_virgilii_georgicon_libros_commentarius,urn:cts:latinLit:phi2349.phi007,,,
silius_italicus.punica,urn:cts:latinLit:phi1345.phi001,,,
statius.achilleid,urn:cts:latinLit:phi1020.phi003,,,
statius.silvae,urn:cts:latinLit:phi1020.phi002,,,
statius.thebaid,urn:cts:latinLit:phi1020.phi001,,,
suetonius.de_vita_caesarum,urn:cts:latinLit:phi1348.phi001,,,
sulpicius_severus.chronica,urn:cts:latinLit:stoa0270.stoa001,,,
sulpicius_severus.dialogi,urn:cts:latinLit:stoa0270.stoa003,,,
sulpicius_severus.epistula_ad_aurelium,urn:cts:latinLit:stoa0270.stoa005,,,
sulpicius_severus.epistula_ad_Bassulae_parenti,urn:cts:latinLit:stoa0270.stoa005,,,
sulpicius_severus.epistula_prima_ad_eusebium,urn:cts:latinLit:stoa0270.stoa005,,,
sulpicius_severus.vita_martini,urn:cts:latinLit:stoa0270.stoa002,,,
sulpicius_severus_pseudo.alia_epistula,urn:cts:latinLit:stoa0270p.stoa001,,,
tacitus.agricola,urn:cts:latinLit:phi1351.phi001,,,
tacitus.annales,urn:cts:latinLit:phi1351.phi005,,,
tacitus.de_origine_et_situ_germanorum_liber,urn:cts:latinLit:phi1351.phi002,,,
tacitus.dialogus_de_oratoribus,urn:cts:latinLit:phi1351.phi003,,,
tacitus.historiae,urn:cts:latinLit:phi1351.phi004,,,
terence.adelphi,urn:cts:latinLit:phi0134.phi006,,,
terence.andria,urn:cts:latinLit:phi0134.phi001,,,
terence.eunuchus,urn:cts:latinLit:phi0134.phi003,,,
terence.heautontimorumenos,urn:cts:latinLit:phi0134.phi002,,,
terence.hecyra,urn:cts:latinLit:phi0134.phi005,,,
terence.phormio,urn:cts:latinLit:phi0134.phi004,,,
tertullian.ad_martyres,urn:cts:latinLit:stoa0275.stoa001,,,
tertullian.ad_nationes,urn:cts:latinLit:stoa0275.stoa002,,,
tertullian.adversus_hermogenem,urn:cts:latinLit:stoa0275.stoa004,,,
tertullian.adversus_marcionem,urn:cts:latinLit:stoa0275.stoa006,,,
tertullian.adversus_praxeam,urn:cts:latinLit:stoa0275.stoa007,,,
tertullian.adversus_valentinianos,urn:cts:latinLit:stoa0275.stoa008,,,
tertullian.apologeticum,urn:cts:latinLit:stoa0275.stoa009,,,
tertullian.de_anima,urn:cts:latinLit:stoa0275.stoa010,,,
tertullian.de_baptismo,urn:cts:latinLit:stoa0275.stoa011,,,
tertullian.de_carnis_resurrectione,urn:cts:latinLit:stoa0275.stoa026,,,
tertullian.de_idololatria,urn:cts:latinLit:stoa0275.stoa017,,,
tertullian.de_ieiunio,urn:cts:latinLit:stoa0275.stoa018,,,
tertullian.de_oratione,urn:cts:latinLit:stoa0275.stoa020,,,
tertullian.de_patientia,urn:cts:latinLit:stoa0275.stoa023,,,
tertullian.de_pudicitia,urn:cts:latinLit:stoa0275.stoa025,,,
tertullian.de_scorpiace,urn:cts:latinLit:stoa0275.stoa030,,,
tertullian.de_spectaculis,urn:cts:latinLit:stoa0275.stoa027,,,
tertullian.de_testimonio_animae,urn:cts:latinLit:stoa0275.stoa028,,,
tertullian_pseudo.adversus_omnes_haereses,urn:cts:latinLit:stoa0276.stoa003,,,
tertullian_pseudo.de_iona_propheta,urn:cts:latinLit:stoa0276.stoa006,,,
tertullian_pseudo.de_sodoma,urn:cts:latinLit:stoa0276.stoa010,,,
tibullus.elegies,urn:cts:latinLit:phi0660.phi001,,,
valerius_flaccus.argonautica,urn:cts:latinLit:phi1035.phi001,,,
valerius_maximus.facta_et_dicta_memorabilia,urn:cts:latinLit:phi1038.phi001,,,
vergil.aeneid,urn:cts:latinLit:phi0690.phi003,,,
vergil.eclogues,urn:cts:latinLit:phi0690.phi001,,,
vergil.georgics,urn:cts:latinLit:phi0690.phi002,,,
victorinus.de_machabeis,urn:cts:latinLit:stoa0292a.stoa004,,,
vitensis.historia_persecutionic_africanae_proviniae,urn:cts:latinLit:stoa0292d.stoa001,,,
vitruvius.de_architectura,urn:cts:latinLit:phi1056.phi001,,,
