3	0.90718
0	0.902205
1	0.902205
2	0.902205
5	0.90022
6	0.882433
4	0.879874
277	0.859131
279	0.85831
278	0.857444
7	0.856831
281	0.854238
280	0.849386
282	0.835969
276	0.829567
9	0.826313
8	0.826182
286	0.81812
283	0.814162
284	0.811087
10	0.810192
11	0.809845
285	0.809821
12	0.807927
231	0.802943
232	0.79752
227	0.79576
287	0.794285
13	0.793328
228	0.789769
14	0.786614
288	0.785924
275	0.784174
295	0.783074
229	0.780654
230	0.778832
289	0.775634
110	0.773744
15	0.772857
113	0.768549
111	0.766526
291	0.766436
152	0.766267
154	0.76509
155	0.76497
296	0.764825
150	0.764775
294	0.764025
151	0.763979
156	0.763204
153	0.762228
16	0.761841
149	0.758345
274	0.75809
112	0.757312
271	0.756231
233	0.755785
148	0.754132
158	0.754116
108	0.75356
109	0.753374
147	0.753164
234	0.752965
159	0.752542
292	0.751056
157	0.751
188	0.750518
17	0.75021
146	0.750137
187	0.749251
293	0.746815
226	0.742074
290	0.742031
186	0.741084
272	0.740263
107	0.740148
160	0.734136
225	0.731396
145	0.73054
273	0.730102
114	0.726886
184	0.721866
18	0.721711
185	0.721609
106	0.72113
270	0.717268
104	0.715301
103	0.714645
269	0.71233
161	0.71222
235	0.710728
297	0.710148
183	0.707897
268	0.702677
162	0.700968
144	0.700401
105	0.699261
298	0.697034
163	0.69351
115	0.693187
182	0.693053
223	0.692125
267	0.690923
377	0.688314
224	0.687495
378	0.685666
299	0.685205
379	0.684436
102	0.681701
116	0.680132
164	0.679673
98	0.677463
97	0.676852
100	0.675715
99	0.675551
300	0.675328
19	0.674944
191	0.673482
101	0.673332
376	0.671333
266	0.669991
165	0.669581
222	0.669525
166	0.667959
174	0.667853
189	0.667678
167	0.667412
169	0.665918
375	0.665581
181	0.664973
170	0.661531
372	0.661306
168	0.660203
176	0.658723
381	0.658371
373	0.656249
301	0.655354
175	0.654726
370	0.654609
178	0.654481
173	0.654108
380	0.654025
180	0.653224
371	0.652977
374	0.652038
179	0.651573
369	0.65107
117	0.650501
190	0.650479
192	0.650378
89	0.6497
177	0.649524
88	0.649048
171	0.649032
143	0.648781
265	0.647784
90	0.647199
87	0.643222
142	0.639219
221	0.638502
236	0.637683
96	0.635893
238	0.633844
86	0.633673
239	0.632317
382	0.630452
92	0.629464
237	0.628832
368	0.62764
95	0.62457
195	0.624261
264	0.624251
172	0.623676
193	0.623136
93	0.621965
194	0.621846
94	0.621567
367	0.620157
383	0.617419
91	0.616006
333	0.614972
118	0.61372
334	0.608174
140	0.608114
335	0.606509
366	0.606246
141	0.60475
384	0.604372
85	0.604026
83	0.603606
84	0.60268
385	0.599744
332	0.598368
220	0.595765
365	0.594466
263	0.588665
82	0.586809
20	0.586642
196	0.585822
331	0.584265
336	0.584242
388	0.581229
386	0.580878
363	0.579795
389	0.579042
364	0.579022
21	0.577114
330	0.574948
80	0.574857
81	0.572269
119	0.571689
302	0.570462
22	0.570325
390	0.569585
362	0.567376
387	0.565673
23	0.565008
54	0.564993
361	0.562036
49	0.5603
55	0.557829
219	0.556055
63	0.555834
48	0.555723
50	0.555422
46	0.555079
391	0.554737
65	0.554365
262	0.554272
64	0.553068
51	0.552635
240	0.552531
197	0.552064
392	0.551327
45	0.551089
47	0.549517
303	0.549469
57	0.548548
61	0.548287
241	0.547753
218	0.547639
198	0.547312
304	0.546863
79	0.546024
242	0.545939
62	0.544912
56	0.544903
329	0.544876
52	0.542759
53	0.54218
360	0.5414
78	0.541221
77	0.539876
217	0.537454
261	0.536963
393	0.535875
216	0.535792
76	0.535161
260	0.535074
58	0.532491
60	0.531037
337	0.530835
199	0.529595
243	0.527052
59	0.526133
212	0.524434
66	0.524211
73	0.523888
24	0.52382
359	0.523693
215	0.523063
120	0.521384
44	0.520416
138	0.520069
328	0.519758
244	0.519701
139	0.518946
211	0.515051
69	0.514887
39	0.514785
25	0.513197
67	0.51319
397	0.513178
200	0.513099
43	0.512094
42	0.511736
358	0.511686
68	0.510324
41	0.509775
75	0.50889
40	0.507653
394	0.507135
396	0.506286
398	0.504826
259	0.504351
26	0.503692
72	0.503671
327	0.503132
71	0.500304
399	0.50013
400	0.50013
401	0.50013
402	0.50013
403	0.50013
404	0.50013
405	0.50013
406	0.50013
407	0.50013
408	0.50013
409	0.50013
305	0.499926
214	0.499409
245	0.498035
203	0.497878
357	0.497646
27	0.497274
74	0.497139
70	0.496984
395	0.496598
246	0.49552
202	0.494641
324	0.493777
247	0.493631
248	0.493318
213	0.493311
325	0.493093
201	0.492442
323	0.489968
38	0.489601
326	0.487715
356	0.487658
256	0.487312
355	0.486874
209	0.485261
204	0.485032
210	0.484723
32	0.484392
322	0.483277
33	0.482945
207	0.48257
338	0.482557
205	0.482359
258	0.482063
257	0.4797
28	0.479528
137	0.478987
208	0.478953
121	0.477557
354	0.476427
34	0.476194
37	0.475999
253	0.475182
249	0.47406
252	0.472862
206	0.472737
31	0.472103
306	0.471583
36	0.470683
339	0.468017
29	0.467907
251	0.467643
250	0.46609
35	0.465038
353	0.464642
123	0.463365
321	0.461844
122	0.461735
340	0.460284
30	0.459957
351	0.455578
254	0.455257
341	0.454365
352	0.454348
342	0.453038
350	0.447532
319	0.444237
255	0.44368
136	0.443164
320	0.433705
318	0.431957
135	0.431077
343	0.426853
308	0.424671
316	0.423143
307	0.420254
317	0.417156
309	0.416659
344	0.415748
125	0.41502
349	0.412296
134	0.412241
314	0.408922
345	0.408885
124	0.408032
310	0.407787
315	0.40761
127	0.403666
311	0.402449
347	0.402413
312	0.402054
313	0.401175
346	0.400861
348	0.398364
126	0.393845
133	0.389985
128	0.386513
132	0.384475
131	0.383079
130	0.373756
129	0.371823
