0,0.902205
1,0.902205
2,0.902205
3,0.90718
4,0.879874
5,0.90022
6,0.882433
7,0.856831
8,0.826182
9,0.826313
10,0.810192
11,0.809845
12,0.807927
13,0.793328
14,0.786614
15,0.772857
16,0.761841
17,0.75021
18,0.721711
19,0.674944
20,0.586642
21,0.577114
22,0.570325
23,0.565008
24,0.52382
25,0.513197
26,0.503692
27,0.497274
28,0.479528
29,0.467907
30,0.459957
31,0.472103
32,0.484392
33,0.482945
34,0.476194
35,0.465038
36,0.470683
37,0.475999
38,0.489601
39,0.514785
40,0.507653
41,0.509775
42,0.511736
43,0.512094
44,0.520416
45,0.551089
46,0.555079
47,0.549517
48,0.555723
49,0.5603
50,0.555422
51,0.552635
52,0.542759
53,0.54218
54,0.564993
55,0.557829
56,0.544903
57,0.548548
58,0.532491
59,0.526133
60,0.531037
61,0.548287
62,0.544912
63,0.555834
64,0.553068
65,0.554365
66,0.524211
67,0.51319
68,0.510324
69,0.514887
70,0.496984
71,0.500304
72,0.503671
73,0.523888
74,0.497139
75,0.50889
76,0.535161
77,0.539876
78,0.541221
79,0.546024
80,0.574857
81,0.572269
82,0.586809
83,0.603606
84,0.60268
85,0.604026
86,0.633673
87,0.643222
88,0.649048
89,0.6497
90,0.647199
91,0.616006
92,0.629464
93,0.621965
94,0.621567
95,0.62457
96,0.635893
97,0.676852
98,0.677463
99,0.675551
100,0.675715
101,0.673332
102,0.681701
103,0.714645
104,0.715301
105,0.699261
106,0.72113
107,0.740148
108,0.75356
109,0.753374
110,0.773744
111,0.766526
112,0.757312
113,0.768549
114,0.726886
115,0.693187
116,0.680132
117,0.650501
118,0.61372
119,0.571689
120,0.521384
121,0.477557
122,0.461735
123,0.463365
124,0.408032
125,0.41502
126,0.393845
127,0.403666
128,0.386513
129,0.371823
130,0.373756
131,0.383079
132,0.384475
133,0.389985
134,0.412241
135,0.431077
136,0.443164
137,0.478987
138,0.520069
139,0.518946
140,0.608114
141,0.60475
142,0.639219
143,0.648781
144,0.700401
145,0.73054
146,0.750137
147,0.753164
148,0.754132
149,0.758345
150,0.764775
151,0.763979
152,0.766267
153,0.762228
154,0.76509
155,0.76497
156,0.763204
157,0.751
158,0.754116
159,0.752542
160,0.734136
161,0.71222
162,0.700968
163,0.69351
164,0.679673
165,0.669581
166,0.667959
167,0.667412
168,0.660203
169,0.665918
170,0.661531
171,0.649032
172,0.623676
173,0.654108
174,0.667853
175,0.654726
176,0.658723
177,0.649524
178,0.654481
179,0.651573
180,0.653224
181,0.664973
182,0.693053
183,0.707897
184,0.721866
185,0.721609
186,0.741084
187,0.749251
188,0.750518
189,0.667678
190,0.650479
191,0.673482
192,0.650378
193,0.623136
194,0.621846
195,0.624261
196,0.585822
197,0.552064
198,0.547312
199,0.529595
200,0.513099
201,0.492442
202,0.494641
203,0.497878
204,0.485032
205,0.482359
206,0.472737
207,0.48257
208,0.478953
209,0.485261
210,0.484723
211,0.515051
212,0.524434
213,0.493311
214,0.499409
215,0.523063
216,0.535792
217,0.537454
218,0.547639
219,0.556055
220,0.595765
221,0.638502
222,0.669525
223,0.692125
224,0.687495
225,0.731396
226,0.742074
227,0.79576
228,0.789769
229,0.780654
230,0.778832
231,0.802943
232,0.79752
233,0.755785
234,0.752965
235,0.710728
236,0.637683
237,0.628832
238,0.633844
239,0.632317
240,0.552531
241,0.547753
242,0.545939
243,0.527052
244,0.519701
245,0.498035
246,0.49552
247,0.493631
248,0.493318
249,0.47406
250,0.46609
251,0.467643
252,0.472862
253,0.475182
254,0.455257
255,0.44368
256,0.487312
257,0.4797
258,0.482063
259,0.504351
260,0.535074
261,0.536963
262,0.554272
263,0.588665
264,0.624251
265,0.647784
266,0.669991
267,0.690923
268,0.702677
269,0.71233
270,0.717268
271,0.756231
272,0.740263
273,0.730102
274,0.75809
275,0.784174
276,0.829567
277,0.859131
278,0.857444
279,0.85831
280,0.849386
281,0.854238
282,0.835969
283,0.814162
284,0.811087
285,0.809821
286,0.81812
287,0.794285
288,0.785924
289,0.775634
290,0.742031
291,0.766436
292,0.751056
293,0.746815
294,0.764025
295,0.783074
296,0.764825
297,0.710148
298,0.697034
299,0.685205
300,0.675328
301,0.655354
302,0.570462
303,0.549469
304,0.546863
305,0.499926
306,0.471583
307,0.420254
308,0.424671
309,0.416659
310,0.407787
311,0.402449
312,0.402054
313,0.401175
314,0.408922
315,0.40761
316,0.423143
317,0.417156
318,0.431957
319,0.444237
320,0.433705
321,0.461844
322,0.483277
323,0.489968
324,0.493777
325,0.493093
326,0.487715
327,0.503132
328,0.519758
329,0.544876
330,0.574948
331,0.584265
332,0.598368
333,0.614972
334,0.608174
335,0.606509
336,0.584242
337,0.530835
338,0.482557
339,0.468017
340,0.460284
341,0.454365
342,0.453038
343,0.426853
344,0.415748
345,0.408885
346,0.400861
347,0.402413
348,0.398364
349,0.412296
350,0.447532
351,0.455578
352,0.454348
353,0.464642
354,0.476427
355,0.486874
356,0.487658
357,0.497646
358,0.511686
359,0.523693
360,0.5414
361,0.562036
362,0.567376
363,0.579795
364,0.579022
365,0.594466
366,0.606246
367,0.620157
368,0.62764
369,0.65107
370,0.654609
371,0.652977
372,0.661306
373,0.656249
374,0.652038
375,0.665581
376,0.671333
377,0.688314
378,0.685666
379,0.684436
380,0.654025
381,0.658371
382,0.630452
383,0.617419
384,0.604372
385,0.599744
386,0.580878
387,0.565673
388,0.581229
389,0.579042
390,0.569585
391,0.554737
392,0.551327
393,0.535875
394,0.507135
395,0.496598
396,0.506286
397,0.513178
398,0.504826
399,0.50013
400,0.50013
401,0.50013
402,0.50013
403,0.50013
404,0.50013
405,0.50013
406,0.50013
407,0.50013
408,0.50013
409,0.50013
