ID	SOURCE_ID	TARGET_ID	MATCHES
506	10	143	0
507	10	144	0
508	10	147	0
509	10	149	0
510	10	148	4
511	10	150	0
512	10	146	2
513	10	152	0
514	10	153	0
515	10	154	0
516	10	155	0
517	10	156	0
518	10	157	0
519	10	158	0
520	10	159	0
521	10	160	0
522	10	161	0
523	10	162	0
524	10	163	0
525	10	164	0
526	10	165	1
527	10	166	0
528	10	167	0
529	10	168	0
530	10	169	0
531	10	170	0
532	10	171	0
533	10	175	0
534	10	174	0
535	10	176	0
536	10	177	0
537	10	178	0
538	10	179	0
539	10	180	0
540	10	183	0
541	10	190	0
542	10	205	0
543	10	207	0
544	10	206	0
545	10	208	0
546	10	209	0
547	10	211	0
548	10	210	0
549	10	212	0
550	10	213	0
551	10	221	0
552	10	222	2
553	10	231	0
554	10	220	0
555	10	232	0
556	10	223	0
557	10	233	0
558	10	234	0
559	10	235	0
560	10	236	0
561	10	239	0
562	10	241	0
563	10	244	0
564	10	245	0
565	10	243	6
566	11	12	0
567	11	13	0
568	11	14	0
569	11	15	0
570	11	16	0
571	11	17	0
572	11	19	0
573	11	20	0
574	11	21	0
575	11	22	0
576	11	23	0
577	11	24	0
578	11	25	0
579	11	26	0
580	11	27	0
581	11	28	0
582	11	29	0
583	11	39	0
584	11	30	2
585	11	40	0
586	11	104	0
587	11	105	0
588	11	106	0
589	11	108	0
590	11	107	0
591	11	109	0
592	11	110	0
593	11	111	0
594	11	112	0
595	11	113	0
596	11	114	0
597	11	115	0
598	11	122	0
599	11	117	3
600	11	123	0
601	11	124	0
602	11	125	0
603	11	126	2
604	11	127	1
605	11	128	0
606	11	131	2
607	11	132	5
608	11	135	4
609	11	134	3
610	11	136	3
611	11	138	3
612	11	140	2
613	11	141	2
614	11	142	1
615	11	145	0
616	11	143	6
617	11	144	0
618	11	147	0
619	11	149	0
620	11	150	0
621	11	148	3
622	11	146	10
623	11	152	0
624	11	153	0
625	11	154	0
626	11	155	0
627	11	156	0
628	11	157	0
629	11	158	0
630	11	159	0
631	11	160	0
632	11	162	0
633	11	161	0
634	11	163	0
635	11	164	0
636	11	165	0
637	11	166	0
638	11	167	0
639	11	169	0
640	11	168	0
641	11	170	0
642	11	171	0
643	11	175	0
644	11	176	1
645	11	174	4
646	11	177	0
647	11	178	0
648	11	179	0
649	11	183	0
650	11	180	0
651	11	190	0
652	11	205	0
653	11	207	0
654	11	206	0
655	11	208	0
656	11	209	0
657	11	210	0
658	11	211	0
659	11	212	0
660	11	213	0
661	11	221	1
662	11	222	1
663	11	231	0
664	11	220	9
665	11	232	0
666	11	233	0
667	11	223	4
668	11	234	0
669	11	235	0
670	11	236	0
671	11	239	0
672	11	244	0
673	11	241	6
674	11	245	1
675	11	243	10
676	12	13	0
677	12	14	0
678	12	15	0
679	12	17	0
680	12	16	6
681	12	19	0
682	12	20	0
683	12	21	0
684	12	23	0
685	12	22	0
686	12	24	0
687	12	25	0
688	12	26	0
689	12	27	0
690	12	28	0
691	12	29	0
692	12	39	0
693	12	104	0
694	12	40	6
695	12	105	0
696	12	30	10
697	12	106	0
698	12	107	1
699	12	109	0
700	12	108	0
701	12	110	1
702	12	111	0
703	12	112	0
704	12	113	0
705	12	114	0
706	12	115	0
707	12	122	0
708	12	123	0
709	12	125	0
710	12	117	10
711	12	124	7
712	12	126	3
713	12	128	0
714	12	127	8
715	12	131	5
716	12	132	11
717	12	134	21
718	12	136	9
719	12	135	17
720	12	138	24
721	12	140	7
722	12	141	5
723	12	142	8
724	12	145	0
725	12	143	11
726	12	144	14
727	12	147	0
728	12	150	2
729	12	149	3
730	12	148	13
731	12	153	0
732	12	152	0
733	12	154	0
734	12	146	38
735	12	156	1
736	12	155	0
737	12	157	0
738	12	158	0
739	12	159	0
740	12	160	0
741	12	161	2
742	12	162	1
743	12	164	1
744	12	163	6
745	12	165	0
746	12	166	5
747	12	167	2
748	12	168	3
749	12	169	0
750	12	170	1
751	12	171	1
752	12	175	5
753	12	177	0
754	12	174	12
755	12	176	6
756	12	178	0
757	12	183	0
758	12	179	0
759	12	180	0
760	12	190	0
761	12	205	0
762	12	207	1
763	12	208	0
764	12	206	2
765	12	209	0
766	12	211	0
767	12	210	0
768	12	212	0
769	12	213	0
770	12	221	0
771	12	222	8
772	12	231	0
773	12	232	0
774	12	233	0
775	12	220	33
776	12	223	27
777	12	234	2
778	12	235	0
779	12	236	0
780	12	239	4
781	12	244	0
782	12	241	11
783	12	245	8
784	12	243	37
785	13	14	0
786	13	15	0
787	13	17	0
788	13	16	1
789	13	19	0
790	13	20	0
791	13	21	0
792	13	22	0
793	13	23	0
794	13	24	0
795	13	25	0
796	13	26	0
797	13	27	0
798	13	28	0
799	13	29	0
800	13	39	0
801	13	104	0
802	13	30	0
803	13	40	0
804	13	105	0
805	13	106	0
806	13	108	0
807	13	107	0
808	13	109	0
809	13	112	0
810	13	110	0
811	13	111	0
812	13	113	0
813	13	114	0
814	13	115	0
815	13	122	0
816	13	123	0
817	13	117	5
818	13	125	0
819	13	124	1
820	13	128	0
821	13	126	4
822	13	127	3
823	13	131	1
824	13	132	3
825	13	134	3
826	13	136	4
827	13	135	11
828	13	138	3
829	13	140	4
830	13	141	2
831	13	142	1
832	13	145	0
833	13	143	3
834	13	144	5
835	13	147	0
836	13	150	0
837	13	149	1
838	13	148	5
839	13	146	13
840	13	152	0
841	13	153	0
842	13	154	0
843	13	155	0
844	13	156	0
845	13	157	0
846	13	158	0
847	13	159	0
848	13	160	0
849	13	161	0
850	13	162	0
851	13	164	0
852	13	163	3
853	13	165	0
854	13	166	1
855	13	169	0
856	13	167	1
857	13	168	0
858	13	170	0
859	13	171	0
860	13	175	1
861	13	176	1
862	13	174	2
863	13	177	0
864	13	178	0
865	13	180	0
866	13	179	0
867	13	183	0
868	13	190	0
869	13	205	0
870	13	207	0
871	13	206	3
872	13	208	0
873	13	209	0
874	13	210	0
875	13	211	0
876	13	212	0
877	13	213	0
878	13	221	0
879	13	222	7
880	13	231	0
881	13	232	0
882	13	220	9
883	13	233	0
884	13	223	11
885	13	234	0
886	13	235	0
887	13	236	0
888	13	239	3
889	13	244	0
890	13	241	12
891	13	245	1
892	13	243	15
893	14	15	0
894	14	17	0
895	14	19	0
896	14	16	0
897	14	20	0
898	14	21	0
899	14	23	0
900	14	22	0
901	14	24	0
902	14	25	0
903	14	26	0
904	14	27	0
905	14	28	0
906	14	29	0
907	14	39	0
908	14	30	2
909	14	104	0
910	14	40	0
911	14	105	0
912	14	106	0
913	14	107	0
914	14	108	0
915	14	109	0
916	14	110	0
917	14	111	0
918	14	112	0
919	14	113	0
920	14	114	0
921	14	115	0
922	14	122	0
923	14	117	1
924	14	123	0
925	14	125	0
926	14	124	0
927	14	126	1
928	14	127	0
929	14	128	0
930	14	131	1
931	14	132	0
932	14	136	2
933	14	134	0
934	14	135	1
935	14	138	0
936	14	141	3
937	14	140	1
938	14	142	1
939	14	145	0
940	14	143	1
941	14	144	0
942	14	147	0
943	14	149	0
944	14	150	0
945	14	148	2
946	14	146	6
947	14	152	0
948	14	153	0
949	14	154	0
950	14	155	0
951	14	156	0
952	14	157	0
953	14	158	0
954	14	159	0
955	14	160	0
956	14	161	0
957	14	162	0
958	14	163	4
959	14	164	0
960	14	165	0
961	14	166	1
962	14	167	0
963	14	169	0
964	14	168	1
965	14	170	0
966	14	171	0
967	14	175	0
968	14	177	0
969	14	176	0
970	14	174	1
971	14	178	0
972	14	180	0
973	14	179	0
974	14	183	0
975	14	190	0
976	14	207	0
977	14	205	0
978	14	206	0
979	14	208	0
980	14	209	0
981	14	210	0
982	14	211	0
983	14	212	0
984	14	213	0
985	14	221	0
986	14	222	2
987	14	231	0
988	14	220	2
989	14	232	0
990	14	223	3
991	14	233	0
992	14	234	1
993	14	235	0
994	14	236	0
995	14	239	0
996	14	244	0
997	14	241	1
998	14	245	3
999	14	243	4
1000	15	17	0
1001	15	20	0
1002	15	16	7
1003	15	19	0
1004	15	21	0
1005	15	23	0
1006	15	24	0
1007	15	22	0
1008	15	25	0
1009	15	26	0
1010	15	27	0
1011	15	28	0
1012	15	29	0
1013	15	39	0
1014	15	104	0
1015	15	40	2
1016	15	105	0
1017	15	30	12
1018	15	106	0
1019	15	108	0
1020	15	107	1
1021	15	109	0
1022	15	110	0
1023	15	111	0
1024	15	112	0
1025	15	113	0
1026	15	114	0
1027	15	115	0
1028	15	122	0
1029	15	123	0
1030	15	117	13
1031	15	124	3
1032	15	125	0
1033	15	126	5
1034	15	128	0
1035	15	127	4
1036	15	131	10
1037	15	132	3
1038	15	134	20
1039	15	136	13
1040	15	135	16
1041	15	138	30
1042	15	141	8
1043	15	140	6
1044	15	145	0
1045	15	142	12
1046	15	143	18
1047	15	144	13
1048	15	147	0
1049	15	150	1
1050	15	149	1
1051	15	148	8
1052	15	152	0
1053	15	153	0
1054	15	146	39
1055	15	154	2
1056	15	155	3
1057	15	156	0
1058	15	157	1
1059	15	158	0
1060	15	159	0
1061	15	160	0
1062	15	161	5
1063	15	162	1
1064	15	164	2
1065	15	163	7
1066	15	165	0
1067	15	166	3
1068	15	167	2
1069	15	169	0
1070	15	168	3
1071	15	170	1
1072	15	175	0
1073	15	171	0
1074	15	176	3
1075	15	177	0
1076	15	178	0
1077	15	174	7
1078	15	183	0
1079	15	180	0
1080	15	179	1
1081	15	190	1
1082	15	205	1
1083	15	207	0
1084	15	208	0
1085	15	206	4
1086	15	209	2
1087	15	210	0
1088	15	211	0
1089	15	212	0
1090	15	213	1
1091	15	221	0
1092	15	222	12
1093	15	231	0
1094	15	232	2
1095	15	220	25
1096	15	233	1
1097	15	223	19
1098	15	234	2
1099	15	235	1
1100	15	236	1
1101	15	239	3
1102	15	244	0
1103	15	245	5
1104	15	241	10
1105	15	243	22
1106	16	17	0
1107	16	19	1
1108	16	20	0
1109	16	21	0
1110	16	23	0
1111	16	24	3
1112	16	22	7
1113	16	26	1
1114	16	27	3
1115	16	28	2
1116	16	25	6
1117	16	29	0
1118	16	39	4
1119	16	104	2
1120	16	105	4
1121	16	106	13
1122	16	40	30
1123	16	107	6
1124	16	108	2
1125	16	109	3
1126	16	30	51
1127	16	110	10
1128	16	112	6
1129	16	111	6
1130	16	114	1
1131	16	113	5
1132	16	115	1
1133	16	123	0
1134	16	122	1
1135	16	125	6
1136	16	124	26
1137	16	117	70
1138	16	126	27
1139	16	128	7
1140	16	127	25
1141	16	132	26
1142	16	131	43
1143	16	134	100
1144	16	136	52
1145	16	135	78
1146	16	141	26
1147	16	140	36
1148	16	138	70
1149	16	145	0
1150	16	143	68
1151	16	142	35
1152	16	144	42
1153	16	147	4
1154	16	150	1
1155	16	149	11
1156	16	148	35
1157	16	152	9
1158	16	153	6
1159	16	146	169
1160	16	154	5
1161	16	155	8
1162	16	156	6
1163	16	158	0
1164	16	157	7
1165	16	159	4
1166	16	160	5
1167	16	162	5
1168	16	161	10
1169	16	164	9
1170	16	163	24
1171	16	165	11
1172	16	166	12
1173	16	167	16
1174	16	169	4
1175	16	168	10
1176	16	170	8
1177	16	175	10
1178	16	171	6
1179	16	177	2
1180	16	178	0
1181	16	176	23
1182	16	180	11
1183	16	179	5
1184	16	174	55
1185	16	183	1
1186	16	190	5
1187	16	205	5
1188	16	207	4
1189	16	208	4
1190	16	206	16
1191	16	209	5
1192	16	210	14
1193	16	211	4
1194	16	212	6
1195	16	213	4
1196	16	221	12
1197	16	231	5
1198	16	222	40
1199	16	232	4
1200	16	233	5
1201	16	220	149
1202	16	223	107
1203	16	235	4
1204	16	234	3
1205	16	236	7
1206	16	239	27
1207	16	244	8
1208	16	245	20
1209	16	241	62
1210	17	19	0
1211	17	20	0
1212	17	21	0
1213	17	22	0
1214	17	23	0
1215	16	243	134
1216	17	24	0
1217	17	25	0
1218	17	26	0
1219	17	27	0
1220	17	28	0
1221	17	29	0
1222	17	39	0
1223	17	30	2
1224	17	104	0
1225	17	40	1
1226	17	105	0
1227	17	108	0
1228	17	106	0
1229	17	107	0
1230	17	109	0
1231	17	110	0
1232	17	112	0
1233	17	111	0
1234	17	113	0
1235	17	114	0
1236	17	115	0
1237	17	122	0
1238	17	123	0
1239	17	117	4
1240	17	124	0
1241	17	125	0
1242	17	126	1
1243	17	127	2
1244	17	128	1
1245	17	131	3
1246	17	132	3
1247	17	134	4
1248	17	135	7
1249	17	136	1
1250	17	138	4
1251	17	141	5
1252	17	140	4
1253	17	142	1
1254	17	145	0
1255	17	143	8
1256	17	144	2
1257	17	147	0
1258	17	150	0
1259	17	149	2
1260	17	148	1
1261	17	146	9
1262	17	152	0
1263	17	153	0
1264	17	154	0
1265	17	155	0
1266	17	157	0
1267	17	156	0
1268	17	158	0
1269	17	159	0
1270	17	160	0
1271	17	161	0
1272	17	162	0
1273	17	163	1
1274	17	164	0
1275	17	165	0
1276	17	166	0
1277	17	167	0
1278	17	169	0
1279	17	168	0
1280	17	170	0
1281	17	171	0
1282	17	175	0
1283	17	176	1
1284	17	174	2
1285	17	177	0
1286	17	178	0
1287	17	180	0
1288	17	179	0
1289	17	183	0
1290	17	190	0
1291	17	205	0
1292	17	207	0
1293	17	206	0
1294	17	208	0
1295	17	209	0
1296	17	210	0
1297	17	211	0
1298	17	212	0
1299	17	213	0
1300	17	221	0
1301	17	222	1
1302	17	231	0
1303	17	232	0
1304	17	220	4
1305	17	233	0
1306	17	223	6
1307	17	234	0
1308	17	235	0
1309	17	236	0
1310	17	239	2
1311	17	244	0
1312	17	241	3
1313	17	245	0
1314	17	243	11
1315	19	20	0
1316	19	21	0
1317	19	23	0
1318	19	22	0
1319	19	24	0
1320	19	25	0
1321	19	26	0
1322	19	27	0
1323	19	28	0
1324	19	29	0
1325	19	39	0
1326	19	104	0
1327	19	40	0
1328	19	30	4
1329	19	105	0
1330	19	108	0
1331	19	106	0
1332	19	107	0
1333	19	109	0
1334	19	111	0
1335	19	110	0
1336	19	112	0
1337	19	113	0
1338	19	114	0
1339	19	115	0
1340	19	122	0
1341	19	117	1
1342	19	123	0
1343	19	125	0
1344	19	124	1
1345	19	126	2
1346	19	127	1
1347	19	128	0
1348	19	131	2
1349	19	132	0
1350	19	134	0
1351	19	136	1
1352	19	135	5
1353	19	138	1
1354	19	140	2
1355	19	141	0
1356	19	142	0
1357	19	145	0
1358	19	143	3
1359	19	144	1
1360	19	147	0
1361	19	150	0
1362	19	149	0
1363	19	148	2
1364	19	146	10
1365	19	153	0
1366	19	152	0
1367	19	154	0
1368	19	155	0
1369	19	157	0
1370	19	156	0
1371	19	158	0
1372	19	159	0
1373	19	160	0
1374	19	161	0
1375	19	162	0
1376	19	163	2
1377	19	164	0
1378	19	165	0
1379	19	166	0
1380	19	167	1
1381	19	169	0
1382	19	168	0
1383	19	170	0
1384	19	171	0
1385	19	175	0
1386	19	176	3
1387	19	174	4
1388	19	177	0
1389	19	178	0
1390	19	179	0
1391	19	180	0
1392	19	183	0
1393	19	190	0
1394	19	205	0
1395	19	207	0
1396	19	206	0
1397	19	208	0
1398	19	209	0
1399	19	211	0
1400	19	210	0
1401	19	212	0
1402	19	213	0
1403	19	221	0
1404	19	222	1
1405	19	231	0
1406	19	220	5
1407	19	232	0
1408	19	233	0
1409	19	223	3
1410	19	235	0
1411	19	234	0
1412	19	236	0
1413	19	239	1
1414	19	244	0
1415	19	245	0
1416	19	241	1
1417	19	243	6
1418	20	21	0
1419	20	22	0
1420	20	23	0
1421	20	24	0
1422	20	25	0
1423	20	26	0
1424	20	27	0
1425	20	28	0
1426	20	29	0
1427	20	39	0
1428	20	30	0
1429	20	40	0
1430	20	104	0
1431	20	105	0
1432	20	106	0
1433	20	108	0
1434	20	107	0
1435	20	109	0
1436	20	110	0
1437	20	112	0
1438	20	111	0
1439	20	113	0
1440	20	114	0
1441	20	115	0
1442	20	122	0
1443	20	117	0
1444	20	123	0
1445	20	124	0
1446	20	125	0
1447	20	126	1
1448	20	127	0
1449	20	128	0
1450	20	131	1
1451	20	132	0
1452	20	134	0
1453	20	135	0
1454	20	136	0
1455	20	138	0
1456	20	140	0
1457	20	141	1
1458	20	142	1
1459	20	145	0
1460	20	143	0
1461	20	144	0
1462	20	147	0
1463	20	149	0
1464	20	148	2
1465	20	146	1
1466	20	150	0
1467	20	152	0
1468	20	153	0
1469	20	154	0
1470	20	155	0
1471	20	156	0
1472	20	157	0
1473	20	158	0
1474	20	159	0
1475	20	160	0
1476	20	161	0
1477	20	162	0
1478	20	163	0
1479	20	164	0
1480	20	165	0
1481	20	166	0
1482	20	167	0
1483	20	168	0
1484	20	169	0
1485	20	170	0
1486	20	171	0
1487	20	175	0
1488	20	174	1
1489	20	177	0
1490	20	176	0
1491	20	178	0
1492	20	179	0
1493	20	180	0
1494	20	183	0
1495	20	190	0
1496	20	205	0
1497	20	207	0
1498	20	206	0
1499	20	208	0
1500	20	209	0
1501	20	210	0
1502	20	211	0
1503	20	212	0
1504	20	213	0
1505	20	221	0
1506	20	222	0
1507	20	231	0
1508	20	220	1
1509	20	232	0
1510	20	223	1
1511	20	233	0
1512	20	234	1
1513	20	235	0
1514	20	236	0
1515	20	239	0
1516	20	241	1
1517	20	244	0
1518	20	245	0
1519	20	243	0
1520	21	23	0
1521	21	24	0
1522	21	22	0
1523	21	25	0
1524	21	26	0
1525	21	27	0
1526	21	28	0
1527	21	29	0
1528	21	39	0
1529	21	104	0
1530	21	40	0
1531	21	30	3
1532	21	105	0
1533	21	106	0
1534	21	107	0
1535	21	108	0
1536	21	109	0
1537	21	110	0
1538	21	111	0
1539	21	112	0
1540	21	113	0
1541	21	114	0
1542	21	115	0
1543	21	122	0
1544	21	123	0
1545	21	117	3
1546	21	124	1
1547	21	125	0
1548	21	126	0
1549	21	128	0
1550	21	127	2
1551	21	131	2
1552	21	132	3
1553	21	134	3
1554	21	136	2
1555	21	135	5
1556	21	138	2
1557	21	141	0
1558	21	140	3
1559	21	145	0
1560	21	142	1
1561	21	143	0
1562	21	144	1
1563	21	147	0
1564	21	150	0
1565	21	149	0
1566	21	148	1
1567	21	152	0
1568	21	153	0
1569	21	146	7
1570	21	154	0
1571	21	155	0
1572	21	156	0
1573	21	157	0
1574	21	158	0
1575	21	159	0
1576	21	160	0
1577	21	162	0
1578	21	161	0
1579	21	164	0
1580	21	163	0
1581	21	165	1
1582	21	166	0
1583	21	169	0
1584	21	167	0
1585	21	168	0
1586	21	170	0
1587	21	171	0
1588	21	175	1
1589	21	176	1
1590	21	174	2
1591	21	177	0
1592	21	178	0
1593	21	179	0
1594	21	180	0
1595	21	183	0
1596	21	190	0
1597	21	205	0
1598	21	207	0
1599	21	208	0
1600	21	206	0
1601	21	209	0
1602	21	210	0
1603	21	211	0
1604	21	212	0
1605	21	213	0
1606	21	221	0
1607	21	222	0
1608	21	231	0
1609	21	232	0
1610	21	220	16
1611	21	223	5
1612	21	233	0
1613	21	234	0
1614	21	235	0
1615	21	236	0
1616	21	239	0
1617	21	244	0
1618	21	245	1
1619	21	241	4
1620	21	243	7
1621	22	23	0
1622	22	24	0
1623	22	25	0
1624	22	26	0
1625	22	27	0
1626	22	28	0
1627	22	29	0
1628	22	39	0
1629	22	104	0
1630	22	40	8
1631	22	105	0
1632	22	30	11
1633	22	106	3
1634	22	108	0
1635	22	109	0
1636	22	107	1
1637	22	110	3
1638	22	112	0
1639	22	111	1
1640	22	113	1
1641	22	114	0
1642	22	115	0
1643	22	122	0
1644	22	123	0
1645	22	125	0
1646	22	117	15
1647	22	124	2
1648	22	126	3
1649	22	128	2
1650	22	127	10
1651	22	131	10
1652	22	132	5
1653	22	136	13
1654	22	134	20
1655	22	135	21
1656	22	138	20
1657	22	141	4
